product	unit	Doller	Derham	Euro	code		
"box terminal, for Cu and Al 70 - 240 mm²"		20.1368301	 AED 74.00 	17.66	35		
"brace terminal, 1000 - 2000 mm²"		121.1744584	 AED 445.27 	106.27	35		
"brace terminal, 32 x 20"		20.04561003	 AED 73.66 	17.58	35		
"brace terminal, 35 - 150 mm², AWG 2 - MCM 300"		14.35575827	 AED 52.75 	12.59	35		
"brace terminal, 500 - 1000 mm²"		64.62941847	 AED 237.49 	56.68	35		
"brace terminal, 600 - 1200 mm²"		79.42987457	 AED 291.88 	69.66	35		
"brace terminal, Cu / Al 95 - 185 mm²"		14.35575827	 AED 52.75 	12.59	35		
"brace terminal, Cu / Al 95 - 300 mm²"		20.04561003	 AED 73.66 	17.58	35		
bus mounted fuse holder Class J		734.059293	" AED 2,697.40 "	643.77	35		
"busbar 100 x 10, length 2.40 m, tinned"		661.4595211	" AED 2,430.62 "	580.1	35		
"busbar 12 x 10, length 2.40 m, tinned"		85.26795895	 AED 313.33 	74.78	35		
"busbar 12 x 5, length 2.40 m, tinned"		44.54960091	 AED 163.70 	39.07	35		
"busbar 120 x 10, length 2.40 m, tinned"		796.3511973	" AED 2,926.30 "	698.4	35		
"busbar 15 x 5, length 2.40 m, tinned"		54.27594071	 AED 199.44 	47.6	35		
"busbar 20 x 10, length 2.40 m, tinned"		124.0250855	 AED 455.75 	108.77	35		
"busbar 20 x 10, length 3.60 m, tinned"		186.1231471	 AED 683.93 	163.23	35		
"busbar 20 x 5, length 2.40 m, tinned"		69.76054732	 AED 256.34 	61.18	35		
"busbar 25 x 5, length 2.40 m, tinned"		85.26795895	 AED 313.33 	74.78	35		
"busbar 30 x 10, length 2.40 m, tinned"		187.7765108	 AED 690.01 	164.68	35		
"busbar 30 x 10, length 3.60 m, tinned"		276.72748	" AED 1,016.87 "	242.69	35		
"busbar 30 x 5, length 2.40 m, tinned"		102.5085519	 AED 376.68 	89.9	35		
"busbar 40 x 10, length 2.40 m, tinned"		255.3477765	 AED 938.31 	223.94	35		
"busbar 60 x 10, length 2.40 m, tinned"		386.9327252	" AED 1,421.83 "	339.34	35		
"busbar 80 x 10, length 2.40 m, tinned"		526.4538198	" AED 1,934.52 "	461.7	35		
"busbar adapter 100 A, aligned to switchgear"		62.32611174	 AED 229.03 	54.66	35		
"busbar adapter 1000 A, for ABB Tmax T7 1000 A"		957.2519954	" AED 3,517.55 "	839.51	35		
"busbar adapter 1000 A, for ABB Tmax T7 1000 A"		989.2474344	" AED 3,635.12 "	867.57	35		
"busbar adapter 1000 A, for ABB Tmax T7 1000 A"		1088.164196	" AED 3,998.60 "	954.32	35		
"busbar adapter 1000 A, for Eaton NZM4 1000 A"		1088.164196	" AED 3,998.60 "	954.32	35		
"busbar adapter 1000 A, for Eaton NZM4 1000 A,"		957.2519954	" AED 3,517.55 "	839.51	35		
"busbar adapter 1000 A, for Eaton NZM4 1000 A,"		989.2474344	" AED 3,635.12 "	867.57	35		
"busbar adapter 1000 A, for Schneider Electric "		989.2474344	" AED 3,635.12 "	867.57	35		
"busbar adapter 1000 A, for Siemens 3VL7 1000 A"		957.2519954	" AED 3,517.55 "	839.51	35		
"busbar adapter 1000 A, for Siemens 3VL7 1000 A"		989.2474344	" AED 3,635.12 "	867.57	35		
"busbar adapter 1000 A, for Siemens 3VL7 1000 A"		1088.164196	" AED 3,998.60 "	954.32	35		
"busbar adapter 1150 A, for Siemens 3VL7 1250 A"		1087.571266	" AED 3,996.42 "	953.8	35		
"busbar adapter 1150 A, for Siemens 3VL7 1250 A"		1119.566705	" AED 4,113.99 "	981.86	35		
"busbar adapter 1150 A, for Siemens 3VL7 1250 A"		1231.516534	" AED 4,525.37 "	1080.04	35		
"busbar adapter 1150 A, for Siemens 3VL7 1250 A"		1239.167617	" AED 4,553.48 "	1086.75	35		
"busbar adapter 1150 A, for Siemens 3VL7 1250 A"		1250.706956	" AED 4,595.89 "	1096.87	35		
"busbar adapter 1200 A, for Eaton NZM4 1250 A"		1087.571266	" AED 3,996.42 "	953.8	35		
"busbar adapter 1200 A, for Eaton NZM4 1250 A"		1250.706956	" AED 4,595.89 "	1096.87	35		
"busbar adapter 1200 A, for Eaton NZM4 1250 A"		1337.080958	" AED 4,913.28 "	1172.62	35		
"busbar adapter 1200 A, for Eaton NZM4 1250 A"		1397.856328	" AED 5,136.60 "	1225.92	35		
"busbar adapter 1220 A, for ABB Tmax T7 1250 A"		1287.491448	" AED 4,731.05 "	1129.13	35		
"busbar adapter 1250 A, for ABB Tmax T7 1250 A"		1119.566705	" AED 4,113.99 "	981.86	35		
"busbar adapter 1250 A, for Eaton NZM4 1250 A"		1215.518814	" AED 4,466.58 "	1066.01	35		
"busbar adapter 1250 A, for Schneider Electric NS1250"		1119.566705	" AED 4,113.99 "	981.86	35		
"busbar adapter 1320 A, for ABB Tmax T7, Emax2 1600 A"		1397.856328	" AED 5,136.60 "	1225.92	35		
"busbar adapter 1320 A, for Siemens 3VL8 1600 A"		1361.071836	" AED 5,001.44 "	1193.66	35		
"busbar adapter 1400 A, for Eaton NZM4 1600 A"		1361.071836	" AED 5,001.44 "	1193.66	35		
"busbar adapter 1400 A, for Legrand DPX³ 1600 "		1805.803877	" AED 6,635.66 "	1583.69	35		
"busbar adapter 1400 A, for Schneider Electric NS1600"		1337.080958	" AED 4,913.28 "	1172.62	35		
"busbar adapter 1400 A, for Siemens 3VL8 1600 A"		1337.080958	" AED 4,913.28 "	1172.62	35		
"busbar adapter 1450 A, for Schneider Electric NS1600"		1215.518814	" AED 4,466.58 "	1066.01	35		
"busbar adapter 1500A, for Socomec Sirco 1250 A or 1600 A"		1491.562144	" AED 5,480.94 "	1308.1	35		
"busbar adapter 1550 A, for Socomec Sirco 1250 A or 1600 A"		1312.314709	" AED 4,822.27 "	1150.9	35		
"busbar adapter 16 A,  with CrossLink interface"		61.57354618	 AED 226.26 	54	35		
"busbar adapter 16 A, aligned to switchgear "		46.57924743	 AED 171.16 	40.85	35		
"busbar adapter 160 A, 3-pole, aligned to switchgear"		101.391106	 AED 372.57 	88.92	35		
"busbar adapter 160 A, 4-pole, aligned to switchgear"		123.340935	 AED 453.23 	108.17	35		
"busbar adapter 200 A, terminals 70 mm² at bottom"		61.08323831	 AED 224.46 	53.57	35		
"busbar adapter 200 A, terminals 70 mm² at top"		61.08323831	 AED 224.46 	53.57	35		
"busbar adapter 25 A, 1 adjustable mounting rail"		22.668187	 AED 83.30 	19.88	35		
"busbar adapter 25 A, 2 adjustable mounting rails"		23.40935006	 AED 86.02 	20.53	35		
"busbar adapter 25 A, with CrossLink interface"		38.46066135	 AED 141.33 	33.73	35		
"busbar adapter 250 A, 3-pole, aligned to switchgear"		84.46978335	 AED 310.40 	74.08	35		
"busbar adapter 250 A, 4-pole, aligned to switchgear"		126.7730901	 AED 465.84 	111.18	35		
"busbar adapter 250 A, terminals 35 - 120 mm² "		66.81870011	 AED 245.53 	58.6	35		
"busbar adapter 290 A, 3-pole, aligned to switchgear"		83.75142531	 AED 307.76 	73.45	35		
"busbar adapter 32 A, 2 adjustable mounting rails"		42.17787913	 AED 154.99 	36.99	35		
"busbar adapter 400 A, 3-pole, for Siemens 3VL4"		198.8483466	 AED 730.69 	174.39	35		
"busbar adapter 400 A, 4-pole, for Siemens 3VL400"		232.2120867	 AED 853.29 	203.65	35		
"busbar adapter 45 A, with CrossLink interface"		48.43785633	 AED 177.99 	42.48	35		
"busbar adapter 500 A, 4-pole,for ABB Tmax T5"		246.9099202	 AED 907.30 	216.54	35		
"busbar adapter 500 A, 4-pole, for Eaton NZM3-XKR13O"		232.2120867	 AED 853.29 	203.65	35		
"busbar adapter 570 A, 3-pole, aligned to switchgear"		154.8802737	 AED 569.13 	135.83	35		
"busbar adapter 580 A, for ABB T-max T5 "		168.8939567	 AED 620.62 	148.12	35		
"busbar adapter 590 A, for Siemens 3VA23, 24, 63, 64"		154.8802737	 AED 569.13 	135.83	35		
"busbar adapter 600 A, 3-pole, aligned to switchgear"		154.8802737	 AED 569.13 	135.83	35		
"busbar adapter 63 A, 2 adjustable mounting rails"		43.70581528	 AED 160.60 	38.33	35		
"busbar adapter 63 A, for direct starter ABB MS45x"		53.36374002	 AED 196.09 	46.8	35		
"busbar adapter 63 A, for direct starter 140M-F"		42.85062714	 AED 157.46 	37.58	35		
"busbar adapter 630 A, connection screws M12 "		132.4059293	 AED 486.54 	116.12	35		
"busbar adapter 630 A, for Siemens 3VL5 630 A"		860.1026226	" AED 3,160.56 "	754.31	35		
"busbar adapter 630 A, for Siemens 3VL5 630 A"		957.2519954	" AED 3,517.55 "	839.51	35		
"busbar adapter 630 A, for Siemens 3VL5 630A"		946.1231471	" AED 3,476.65 "	829.75	35		
"busbar adapter 630 A, phase distance 43-46 mm"		624.8574686	" AED 2,296.12 "	548	35		
"busbar adapter 720 A, for Siemens 3VL6 800 A or 630 A"		860.1026226	" AED 3,160.56 "	754.31	35		
"busbar adapter 80 A, 2 adjustable mounting rails"		43.77423033	 AED 160.85 	38.39	35		
"busbar adapter 80 A, for Siemens NGG (up to 80 A)"		69.30444698	 AED 254.67 	60.78	35		
"busbar adapter 800 A, for ABB Tmax T7/T6 800 A"		946.1231471	" AED 3,476.65 "	829.75	35		
"busbar adapter 900 A, for Electric NS800 or NS630B"		1088.164196	" AED 3,998.60 "	954.32	35		
busbar adapter for OMUS 30Compact	 PC 	 $13.68 	 AED 50.28 	 € 12.00 	35		
busbar adapter for OMUS®60Classic		14.59521095	 AED 53.63 	12.8	35		
"busbar component support, 2 adjustable mounting rails"		28.5290764	 AED 104.83 	25.02	35		
"busbar component support, with CrossLink interface"		48.96237172	 AED 179.92 	42.94	35		
"busbar connecting terminal 1600 A, 150 mm long"		62.15507412	 AED 228.40 	54.51	35		
"busbar connecting terminal 1600 A, 50 mm long"		25.89509692	 AED 95.15 	22.71	35		
"busbar connecting terminal 1600 A, 95 mm"		44.84606613	 AED 164.79 	39.33	35		
"busbar connecting terminal 2500 A, 150 mm"		65.4732041	 AED 240.59 	57.42	35		
"busbar connecting terminal 2500 A, 95 mm"		46.90992018	 AED 172.38 	41.14	35		
"busbar connecting terminal 630 A, 150 mm"		19.93158495	 AED 73.24 	17.48	35		
"busbar connecting terminal 630 A, 150 mm long"		34.25313569	 AED 125.87 	30.04	35		
"busbar connecting terminal 630 A, 40 mm long"		15.48460661	 AED 56.90 	13.58	35		
"busbar connecting terminal 630 A, 40 mm long"		15.63283922	 AED 57.44 	13.71	35		
"busbar connecting terminal 630 A, 95 mm"		22.77080958	 AED 83.67 	19.97	35		
"busbar cover, for 12 - 30 x 10 busbar- 1 m long"		15.16533637	 AED 55.73 	13.3	35		
"busbar cover, for 12 - 30 x 5 busbar- 1 m long"		14.78905359	 AED 54.34 	12.97	35		
"busbar cover, for double-T and triple-T section, 1m long"		25.35917902	 AED 93.19 	22.24	35		
"busbar mounted fuse holder Class J, 1 - 30 A (21 x 57)"		160.8779932	 AED 591.17 	141.09	35		
"busbar mounted fuse holder Class J, 35 - 60 A (27 x 60)"		182.4059293	 AED 670.27 	159.97	35		
"busbar mounted fuse holder Class J, 1 - 30 A (21 x 57)"		139.4640821	 AED 512.48 	122.31	35		
busbar mounted fuse holder Class J 110 - 200 A (41 x 146)		359.2702395	" AED 1,320.19 "	315.08	35		
busbar mounted fuse holder Class J 35 - 60 A (27 x 60)		139.4640821	 AED 512.48 	122.31	35		
busbar mounted fuse holder Class J 70 - 100 A (29 x 117)		139.4640821	 AED 512.48 	122.31	35		
"busbar section cover, 700 x 195"		26.11174458	 AED 95.95 	22.9	35		
busbar support 3 phases + N + E		17.6054732	 AED 64.69 	15.44	35		
"busbar support 3 phases + N + E, with end cover"	 PCS 	 $11.52 	 AED 42.32 	 € 10.10 	35		
"busbar support, 1-pole"		16.04332953	 AED 58.95 	14.07	35		
"busbar support, 1-pole, to be attached to 01232 "		21.37970353	 AED 78.56 	18.75	35		
"busbar support, 3-pole, centre, for centre feed unit"		144.4697834	 AED 530.87 	126.7	35		
"busbar support, 3-pole, with internal screw holes"		41.94982896	 AED 154.15 	36.79	35		
"busbar support, 3-pole, with internal screw holes"		57.37742303	 AED 210.84 	50.32	35		
"busbar support, 3-pole, with internal screw holes"		57.37742303	 AED 210.84 	50.32	35		
"busbar support, for centre feed unit"		140.1482326	 AED 514.99 	122.91	35		
"busbar terminal for longitudinal connection, 120 - 240 mm²"	 M 	 $13.53 	 AED 49.74 	 € 11.87 	35		
"busbar terminal for longitudinal connection, 150 - 300 mm²"		14.51539339	 AED 53.34 	12.73	35		
"bus-mounted fuse holder 690 V, for fuses 10x38 IEC 60269-2"		30.45610034	 AED 111.91 	26.71	35		
"bus-mounted fuse holder, for fuses 10x38 IEC 60269-2"		45.67844926	 AED 167.85 	40.06	35		
"bus-mounted fuse holder, for fuses 10x38 IEC 60269-2"		68.54047891	 AED 251.86 	60.11	35		
"bus-mounted fuse holder, for fuses Class CC UL248-4"		54.81185861	 AED 201.41 	48.07	35		
"bus-mounted fuse holder, with LED 110 - 690 V AC/DC"		82.49714937	 AED 303.15 	72.35	35		
"bus-mounted fuse holder, with LED 110-690 V AC/DC"		69.03078677	 AED 253.66 	60.54	35		
bus-mounted fuse switch with LED for D01 and D02 fuses		67.76510832	 AED 249.01 	59.43	35		
"bus-mounted fuse switch, for 3-pole busbar system"		65.39338655	 AED 240.30 	57.35	35		
"bus-mounted fuse switch, for 5-pole busbar system"		65.39338655	 AED 240.30 	57.35	35		
"bus-mounted fuse switch, for fuse links D01 and D02"		96.83010262	 AED 355.81 	84.92	35		
"bus-mounted fuse switch, for fuses 10x38"		106.7388826	 AED 392.23 	93.61	35		
"centre feed unit 1250 A, for cabinet width 600 mm"		454.7434436	" AED 1,671.01 "	398.81	35		
"centre feed unit 1250 A, for cabinet width 800 mm"		511.4139111	" AED 1,879.26 "	448.51	35		
"centre feed unit 2000 A, for cabinet width 600 mm"		535.267959	" AED 1,966.91 "	469.43	35		
"centre feed unit 2000 A, for cabinet width 800 mm"		642.0524515	" AED 2,359.31 "	563.08	35		
"centre feed unit 3200 A, for cabinet width 600 mm"		661.4823261	" AED 2,430.70 "	580.12	35		
"centre feed unit 3200 A, for cabinet width 800 mm"		806.5678449	" AED 2,963.84 "	707.36	35		
"changeover switch 3-pole + N, screw M10"		407.6852908	" AED 1,498.09 "	357.54	35		
"changeover switch 3-pole + N, screw M10"		639.7491448	" AED 2,350.84 "	561.06	35		
"changeover switch 3-pole + N, screw M10"		721.277081	" AED 2,650.43 "	632.56	35		
"changeover switch 3-pole + N, screw M10"		815.3705815	" AED 2,996.19 "	715.08	35		
"changeover switch 3-pole + N, screw M12"		1254.401368	" AED 4,609.46 "	1100.11	35		
"changeover switch 3-pole + N, screw M12"		1630.729761	" AED 5,992.33 "	1430.15	35		
"changeover switch 3-pole + N, screw M14"		2383.375143	" AED 8,758.02 "	2090.22	35		
"changeover switch 3-pole + N, screw M8"		307.331813	" AED 1,129.33 "	269.53	35		
"changeover switch 3-pole + N, screw M8"		344.9714937	" AED 1,267.64 "	302.54	35		
"changeover switch 3-pole, screw M10"		401.4025086	" AED 1,475.01 "	352.03	35		
"changeover switch 3-pole, screw M10"		583.295325	" AED 2,143.39 "	511.55	35		
"changeover switch 3-pole, screw M10"		683.6602052	" AED 2,512.20 "	599.57	35		
"changeover switch 3-pole, screw M10"		752.645382	" AED 2,765.69 "	660.07	35		
"changeover switch 3-pole, screw M12"		1160.330673	" AED 4,263.79 "	1017.61	35		
"changeover switch 3-pole, screw M12"		1442.576967	" AED 5,300.94 "	1265.14	35		
"changeover switch 3-pole, screw M14"		2195.210946	" AED 8,066.59 "	1925.2	35		
"changeover switch 3-pole, screw M8"		288.5176739	" AED 1,060.20 "	253.03	35		
"changeover switch 3-pole, screw M8"		332.4173318	" AED 1,221.51 "	291.53	35		
"clip-on screw connection, for cable lugs, M10"		14.91448119	 AED 54.81 	13.08	35		
"clip-on screw connection, for cable lugs, M8"	 PCS 	 $11.94 	 AED 43.87 	 € 10.47 	35		
"clip-on screw connection, for cable lugs, M8"	 TONS 	 $11.94 	 AED 43.87 	 € 10.47 	35		
"comb type busbar, 3-pole, pitch 27 mm, 80 A"		66.56784493	 AED 244.61 	58.38	35		
"comb-type busbar, 1-pole, pitch 18 mm, 100 A"		32.69099202	 AED 120.13 	28.67	35		
"comb-type busbar, 1-pole, pitch 27 mm, 130 A"		48.07297605	 AED 176.65 	42.16	35		
"comb-type busbar, 2-pole, pitch 18 mm, 100 A"		74.68643101	 AED 274.45 	65.5	35		
"comb-type busbar, 3-pole, pitch 18 mm, 100 A"		81.68757127	 AED 300.17 	71.64	35		
"comb-type busbar, 3-pole, pitch 18 mm, 80 A, "		50.36488027	 AED 185.07 	44.17	35		
"comb-type busbar, 3-pole, pitch 27 mm, 130 A"		119.1334094	 AED 437.77 	104.48	35		
"comb-type busbar, 3-pole, pitch 27 mm, 80 A"		51.81299886	 AED 190.39 	45.44	35		
"comb-type busbar, 3-pole, for 2 NH fuse switch disconnectors"		30.96921323	 AED 113.80 	27.16	35		
"comb-type busbar, 3-pole, for 3 NH fuse switch disconnectors"		69.64652223	 AED 255.93 	61.08	35		
"comb-type busbar, 3-pole, for 4 NH fuse switch disconnectors"		97.1949829	 AED 357.16 	85.24	35		
"comb-type busbar, bridge type- pitch 18 mm, 80 A"		19.12200684	 AED 70.27 	16.77	35		
"comb-type busbar, pitch 27 mm, 80 A, 1 m long"		19.68072976	 AED 72.32 	17.26	35		
"compartment section, 106 mm deep, 2.40 m long"		60.80957811	 AED 223.45 	53.33	35		
"compartment section, 48 mm deep, 2.40 m long"		45.21094641	 AED 166.13 	39.65	35		
"compartment section, 76 mm deep, 2.40 m long"		52.47434436	 AED 192.82 	46.02	35		
"compartment section, for 3-pole systems, for holder 01136"		34.4013683	 AED 126.41 	30.17	35		
"completion section, 649 mm long"	 PCS 	 $13.27 	 AED 48.77 	 € 11.64 	35		
component support with mounting rails		14.8004561	 AED 54.39 	12.98	35		
"connecting latch with brace terminal, for screw conncetion"		18.84834664	 AED 69.26 	16.53	35		
connecting plug with cable connection		14.70923603	 AED 54.05 	12.9	35		
"connecting plug with cable connection, 3 units"		19.84036488	 AED 72.91 	17.4	35		
"connecting set 1600 A (3-pole), 130 mm"		968.8369441	" AED 3,560.12 "	849.67	35		
"connecting set 1600 A (3-pole), 150 mm"		704.4697834	" AED 2,588.67 "	617.82	35		
"connecting set 2500 A (3-pole), 200 mm"		718.3238312	" AED 2,639.57 "	629.97	35		
"connecting terminal 120 mm², front connection"		14.24173318	 AED 52.33 	12.49	35		
"connecting terminal, 1600 A, 42 mm long"		53.89965792	 AED 198.06 	47.27	35		
"connecting terminal, for 3-pole comb-type busbar"	 PCS 	 $11.81 	 AED 43.41 	 € 10.36 	35		
"connecting terminal, for 3-pole comb-type busbar"		14.17331813	 AED 52.08 	12.43	35		
"connection busbar support, with integrated terminals"		17.331813	 AED 63.69 	15.2	35		
"connection module 16 mm², 3-pole"		17.22919042	 AED 63.31 	15.11	35		
"connection module 16 mm², 3-pole- 1.5 - 16 mm²"		15.50741163	 AED 56.98 	13.6	35		
"connection module 16 mm², 3-pole-1.5 - AWG 14 - 6"		16.5336374	 AED 60.76 	14.5	35		
"connection module N, 10 - 120 mm²"		20.28506271	 AED 74.54 	17.79	35		
"connection module PE + N, 10 - 120 mm²"		39.57810718	 AED 145.43 	34.71	35		
"connection module PE, 10 - 120 mm²"		20.28506271	 AED 74.54 	17.79	35		
"connection module, for 4 cable lugs M12"		195.4846066	 AED 718.33 	171.44	35		
"connection module, for direct cable connection"		151.6419612	 AED 557.23 	132.99	35		
connection set box terminal 120 mm² – 300 mm²		90.62713797	 AED 333.02 	79.48	35		
connection set box terminal 70 mm² – 240 mm²		85.0627138	 AED 312.57 	74.6	35		
"connection set, 3-pole L1-L2-L3, 10 - 120 mm²"		50.70695553	 AED 186.33 	44.47	35		
"connection set, 3-pole L1-L2-L3, 10 - 120 mm²"		51.67616876	 AED 189.89 	45.32	35		
"connection set, 3-pole, without cover, 95 -  300 mm²"		74.44697834	 AED 273.57 	65.29	35		
"connection set, 3-pole, without cover"		74.44697834	 AED 273.57 	65.29	35		
"connection set, 4-pole, without cover"		101.8358039	 AED 374.21 	89.31	35		
"connection space cover, for covering all connections"		14.20752566	 AED 52.21 	12.46	35		
"connection space cover, for covering all connections"		19.74914481	 AED 72.57 	17.32	35		
"connection space cover, for covering all connections"		25.30216648	 AED 92.98 	22.19	35		
"connection space cover, top / bottom attachable"	 PC 	 $13.48 	 AED 49.53 	 € 11.82 	35		
"connection terminal plate, 3 pole, 35 - 150 mm²"		45.61003421	 AED 167.60 	40	35		
"Connection terminal plate, 3 pole, 6 - 50 mm²"		23.63740023	 AED 86.86 	20.73	35		
"Connection terminal plate, 3 pole, 6 - 50 mm²"		26.97833523	 AED 99.14 	23.66	35		
"connection terminal plate, 3-pole, 35 - 120 mm²"		38.57468643	 AED 141.75 	33.83	35		
"connection terminal plate, 3-pole, 95 - 185 mm²"		59.6009122	 AED 219.01 	52.27	35		
"connection terminal plate, 3-pole, 95 -  300 mm²"		75.89509692	 AED 278.89 	66.56	35		
"connection terminal plate, 3-pole"		75.89509692	 AED 278.89 	66.56	35		
"connection terminal, front connection, for 31056"		16.25997719	 AED 59.75 	14.26	35		
"conversion kit, for 5 mm busbars"		18.32383124	 AED 67.33 	16.07	35		
cover cap incl rear touch protection cover		17.77651083	 AED 65.32 	15.59	35		
"cover cap, 3-pole, 135 mm wide"		19.87457241	 AED 73.03 	17.43	35		
"cover cap, 3-pole, 180 mm wide"		33.22690992	 AED 122.10 	29.14	35		
"cover cap, 3-pole, 228 mm wide"		36.19156214	 AED 132.99 	31.74	35		
"cover cap, 3-pole, 250 mm wide"		37.57126568	 AED 138.06 	32.95	35		
"cover cap, 3-pole, 270 mm wide"		28.24401368	 AED 103.79 	24.77	35		
"cover cap, 3-pole, 54 mm wide"	 PCS 	 $12.77 	 AED 46.93 	 € 11.20 	35		
"cover cap, 3-pole, 84 mm wide"		14.0022805	 AED 51.45 	12.28	35		
"cover cap, 4-pole, 228 mm wide"		44.41277081	 AED 163.20 	38.95	35		
"Cover profile, compact, 0.70 m long"		23.50057013	 AED 86.36 	20.61	35		
"cover section, top / bottom, slotted, for holders 01136"		28.91676169	 AED 106.26 	25.36	35		
CrossLink touch-safe protection cover module		17.77651083	 AED 65.32 	15.59	35		
"CrossLink® NH fuse base 250 A, connection screw M10"		210.649943	 AED 774.06 	184.74	35		
"current transformer 100 A / 5 A, 1.5 VA / class 0.5"		72.97605473	 AED 268.16 	64	35		
"current transformer 100 A / 5 A, 1.5 VA / class 0.5"		123.1470924	 AED 452.52 	108	35		
"current transformer 1000 A / 5 A, 5 VA / class 1"		79.58950969	 AED 292.46 	69.8	35		
"current transformer 1250 A / 5 A, 5 VA / class 1"		79.58950969	 AED 292.46 	69.8	35		
"current transformer 150 A / 5 A, 1.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 150 A / 5 A, 1.5 VA / class 1"		84.83466363	 AED 311.74 	74.4	35		
"current transformer 150 A / 5 A, 2.5 VA / class 0.5"		72.97605473	 AED 268.16 	64	35		
"current transformer 150 A / 5 A, 2.5 VA / class 1"		55.75826682	 AED 204.89 	48.9	35		
"current transformer 150 A / 5 A, 1.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 150 A / 5 A, 2.5 VA / class 0.5"		123.1470924	 AED 452.52 	108	35		
"current transformer 1600 A / 5 A, 5 VA / class 1"		79.58950969	 AED 292.46 	69.8	35		
"current transformer 200 A / 5 A, 1.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 200 A / 5 A, 1.5 VA / class 1"		84.83466363	 AED 311.74 	74.4	35		
"current transformer 200 A / 5 A, 1.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 250 A / 5 A, 2.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 250 A / 5 A, 2.5 VA / class 1"		84.83466363	 AED 311.74 	74.4	35		
"current transformer 250 A / 5 A, 5 VA / class 0.5"		52.45153934	 AED 192.74 	46	35		
"current transformer 250 A / 5 A, 5 VA / class 1"		37.51425314	 AED 137.85 	32.9	35		
"current transformer 250 A / 5 A, 2.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 250 A / 5 A, 5 VA / class 0.5"		109.4640821	 AED 402.24 	96	35		
"current transformer 300 A / 5 A, 2.5 VA / class 1"		69.89737742	 AED 256.85 	61.3	35		
"current transformer 400 A / 5 A, 2.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 400 A / 5 A, 2.5 VA / class 1"		69.89737742	 AED 256.85 	61.3	35		
"current transformer 400 A / 5 A, 2.5 VA / class 1"		84.83466363	 AED 311.74 	74.4	35		
"current transformer 400 A / 5 A, 5 VA / class 0.5"		52.45153934	 AED 192.74 	46	35		
"current transformer 400 A / 5 A, 5 VA / class 1"		37.51425314	 AED 137.85 	32.9	35		
"current transformer 400 A / 5 A, 2.5 VA / class 0.5"		134.8916762	 AED 495.68 	118.3	35		
"current transformer 400 A / 5 A, 5 VA / class 0.5"		109.4640821	 AED 402.24 	96	35		
"current transformer 600 A / 5 A, 1.25 VA / class 1"		69.89737742	 AED 256.85 	61.3	35		
"current transformer 600 A / 5 A, 2.5 VA / class 1"		122.0068415	 AED 448.33 	107	35		
"current transformer 600 A / 5 A, 5 VA / class 0.5"		52.45153934	 AED 192.74 	46	35		
"current transformer 600 A / 5 A, 5 VA / class 1"		37.51425314	 AED 137.85 	32.9	35		
"current transformer 600 A / 5 A, 5 VA / class 0.5"		109.4640821	 AED 402.24 	96	35		
"current transformer 630 A / 5 A, 5 VA / class 1"		79.58950969	 AED 292.46 	69.8	35		
"current transformer 750 A / 5 A, 5 VA / class 0.5"		52.45153934	 AED 192.74 	46	35		
"current transformer 750 A / 5 A, 5 VA / class 1"		37.51425314	 AED 137.85 	32.9	35		
"current transformer 750 A / 5 A, 5 VA / class 0.5"		109.4640821	 AED 402.24 	96	35		
"current transformer 80 A / 5 A, 2,5 VA / class 1"		55.75826682	 AED 204.89 	48.9	35		
"current transformer 800 A / 5 A, 5 VA / class 1"		79.58950969	 AED 292.46 	69.8	35		
"cylindr fuse link 10 A, 690 V"	 ROLL 	 $13.59 	 AED 49.94 	 € 11.92 	35		
"cylindr fuse link 32 A, 690 V"		14.46978335	 AED 53.17 	12.69	35		
"cylindr fuse link 40 A, 690 V"		18.34663626	 AED 67.42 	16.09	35		
"cylindr fuse link 50 A, 690 V"		18.34663626	 AED 67.42 	16.09	35		
"cylindr. fuse link 0,5 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 0,5 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 1 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 1 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 1,5 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 10 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 10 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 100 A, 690 V, gR"		35.16533637	 AED 129.22 	30.84	35		
"cylindr. fuse link 12 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 12 A, time delay, 600 V AC, 300 V DC"		21.27708096	 AED 78.19 	18.66	35		
