REF,repExporter,cityOfRepExporter,exporter,cityOfExporter,importer,cityOfImporter,repImporter,cityOfrepImporter,Origin,laoding,Discharge,totalAmount,amountToWord,p1name,p1qty,p1unit,p1unitp,p1total,p2name,p2qty,p2unit,p2unitp,p2total,p3name,p3qty,p3unit,p3unitp,p3total,p4name,p4qty,p4unit,p4unitp,p4total,p5name,p5qty,p5unit,p5unitp,p5total,numOfClient,currency,date
G-BBY-0099,,,SHANGHAI INTCO IMPORT & EXPORT CO.- LTD,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,8949,Eight Thousand Nine Hundred Forty Nine Euros only,PVDF Aluminum Wall Panel for Facade/ Cladding/ Roofing/ Decorative,255.0,SQUARE METERS,35.09411764705882,8949.0,,,,,,,,,,,,,,,,,,,,,,EURO,21/01/2019
G-BBY-0028,,,SHANGHAI ORTHO KING MEDICAL DEVICE CO. LTD,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,7568,Seven Thousand Five Hundred Sixty Eight Euros only,New Paneling Veins Series Artificial Quartz Slab Stone,161.0,PCS,47.006211180124225,7568.0,,,,,,,,,,,,,,,,,,,,,,EURO,5/1/2019
G-BBY-0122,,,SHENZHEN SUNSHINE OPTO - ELECTRONICS TECHNOLOGY LTD,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,32414,Thirty Two Thousand Four Hundred Fourteen Euros only,Exterior Decorative Partition Panel Fiber Cement Boards,1620.0,ROLLS,20.00864197530864,32414.0,,,,,,,,,,,,,,,,,,,,,,EURO,26/01/2019
G-BBY-0064,,,SIC INVENT AG   ,SWITZERLAND,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: SWITZERLAND,Loading: SWITZERLAND,Discharge: Tianjin- China,375108,Three Hundred Seventy Five Thousand One Hundred Eight Euros only,Corrugated Steel Sheet/Roofing Tiles,87.0,TONS,988.7640449438202,86022.47191011236,Aluminum Awing Windows with Timber Reveal Install,2890,SQUARE METERS,100.0295944947708,289085.52808988764,,,,,,,,,,,,,,,,,EURO,12/1/2019
G-BBY-0077,,,SIC INVENT AG   ,SWITZERLAND,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: SWITZERLAND,Loading: SWITZERLAND,Discharge: Tianjin- China,376403,Three Hundred Seventy Six Thousand Four Hundred Three Euros only,Facadeآ Buildingآ Decorativeآ Materialآ ACP/Mcp/A2 Fr Aluminum Composite Panel,2738.0,SQUARE METERS,39.325842696629216,107674.1573033708,Black/Brown Film Faced Plywood WBP Glue,814,CBS,330.1337133865224,268728.84269662923,,,,,,,,,,,,,,,,,EURO,14/01/2019
G-BBY-0006,SIG COMBIBLOC OEBEIKAN FZCO,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,2694875,Two Million Six Hundred Ninety Four Thousand Eight Hundred Seventy Five Dirhams only,Aluminium Sliding Door Security Doors with Double Glazing,21142.0,SQUARE METERS,27.247956403269754,576076.2942779291,Stainless Steel Plate,1033,TONS,2051.1120094114917,2118798.7057220708,,,,,,,,,,,,,,,,,AED,6/1/2019
G-BBY-0010,SILVER POOL GENERAL TRADING,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,2500000,Two Million Five Hundred Thousand Dirhams only,Hot Rolled Prime Steel Prouducts Steel H Beam,2188.0,TONS,163.48773841961852,357711.1716621253,ZCP Vmzinc Titanium-Zinc Composite Panel,30604,SQUARE METERS,70.00028847006517,2142288.8283378747,,,,,,,,,,,,,,,,,AED,16/01/2019
G-BBY-0098,,,SINOBRIGHT PHARMA CO.- LIMITED         ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,17173,Seventeen Thousand One Hundred Seventy Three Euros only,Fastآ Constructionآ Recycled EPS/PU/PIR/Rock Wool Sanwich Panelآ Materials,1431.0,MS,12.000698812019566,17173.0,,,,,,,,,,,,,,,,,,,,,,EURO,21/01/2019
G-BBY-0131,,,STORZ MEDICAL AG,SWITZERLAND,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: SWITZERLAND,Loading: SWITZERLAND,Discharge: Tianjin- China,63100,Sixty Three Thousand One Hundred Euros only,Color Coated Corrugated Galvanized Steel Sheet,87.0,TONS,725.2873563218391,63100.0,,,,,,,,,,,,,,,,,,,,,,EURO,27/01/2019
G-BBY-0043,,,SUN SWEET CO.- LTD   ,THAILAND,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: THAILAND,Loading: THAILAND,Discharge: Tianjin- China,121500,One Hundred Twenty One Thousand Five Hundred Euros only,Remote Controlآ Buildingآ Materialآ Security Fast Speed PVC Folding Aluminium Door (Hz-FC05623),101.0,PCS,1202.970297029703,121500.0,,,,,,,,,,,,,,,,,,,,,,EURO,6/1/2019
G-BBY-0012,SURAWUT THIANGLE TRADING LLC                      ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,2543259,Two Million Five Hundred Forty Three Thousand Two Hundred Fifty Nine Dirhams only,Smoke Density Test Machine  ASTM D2843 (FTech-ASTMD2843),240.0,PCS,2452.316076294278,588555.8583106267,Artificial Quartz Stone with SGS Standards (black Calacatta),32578,PCS,60.00071034714756,1954703.1416893732,,,,,,,,,,,,,,,,,AED,19/01/2019
G-BBY-0024,SURAWUT THIANGLE TRADING LLC                      ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,1601706,One Million Six Hundred One Thousand Seven Hundred Six Dirhams only,150kg/M3 Insulation Board Rockwool with 80% Basalt,508.0,TONS,252.04359673024524,128038.14713896459,ANSI Certifiedآ Buildingآ Material/Constructionآ High Quality Fire Retardant Safety Netting (CSSN),28339,PCS,52.00140629030789,1473667.8528610354,,,,,,,,,,,,,,,,,AED,22/01/2019
G-BBY-0025,SURAWUT THIANGLE TRADING LLC                      ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,1398294,One Million Three Hundred Ninety Eight Thousand Two Hundred Ninety Four Dirhams only,Aluminium Sliding Door Security Doors with Double Glazing,6852.0,SQUARE METERS,27.247956403269754,186702.99727520434,Stainless Steel Plate,591,TONS,2050.069378552954,1211591.0027247956,,,,,,,,,,,,,,,,,AED,22/01/2019
G-BBY-0072,,,TAECHIN SMET CORPORATION,KOREA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: KOREA,Loading: KOREA,Discharge: Tianjin- China,34320,Thirty Four Thousand Three Hundred Twenty Euros only,Hot sale 1220*2440*13mm building material film faced plywood,68.0,CBM,504.70588235294116,34320.0,,,,,,,,,,,,,,,,,,,,,,EURO,12/1/2019
G-BBY-0135,,,TAIWAN BE CHARM TRADING CO LIMITED,"HONGKONG, CHINA",Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,"Origin: HONGKONG, CHINA","Loading: HONGKONG, CHINA",Discharge: Tianjin- China,50000,Fifty Thousand Euros only,House Gate Interior Wooden Doors,250.0,PCS,224.7191011235955,50000.0,,,,,,,,,,,,,,,,,,,,,,EURO,29/01/2019
G-BBY-0120,,,TAIZHOU DARTS MACHINERY TRADE CO.- LTD,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,30432,Thirty Thousand Four Hundred Thirty Two Euros only,PVDF/PE ACP Acm Aluminum Composite Panel,10.0,TONS,3043.2,30432.0,,,,,,,,,,,,,,,,,,,,,,EURO,26/01/2019
G-BBY-0023,TAJ AL MULOOK GENERAL TRADING LLC ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,501284,Five Hundred One Thousand Two Hundred Eighty Four Dirhams only,ASTM Cold Rolled Stainless Steel Sheet Building Material (304  316  317  904  2205),83.0,TONS,6039.566265060241,501284.0,,,,,,,,,,,,,,,,,,,,,,AED,21/01/2019
G-BBY-0105,,,TCL HOME APPLIANCES (HEFEI) ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,225556,Two Hundred Twenty Five Thousand Five Hundred Fifty Six Euros only,Aluminum Panels,3414.0,SQUARE METERS,67.41573033707866,230157.30337078654,Hot Rolled U Shaped Steel Sheet Pile,-6,TONS,766.88389513109,-4601.30337078654,,,,,,,,,,,,,,,,,EURO,24/01/2019
G-BBY-0106,,,TCL HOME APPLIANCES (HEFEI) ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,226653,Two Hundred Twenty Six Thousand Six Hundred Fifty Three Euros only,Green Building Material Exterior Paving Use Plastic Skirted Wood Decking,5849.0,SQUARE METERS,37.07865168539326,216873.0337078652,Reliable Quality Motoer Lift 2 Ton Building Construction Materials Hoist Passenger Home Hydraulic Sightseeing Elevator,4,SETS,2444.9915730337016,9779.966292134806,,,,,,,,,,,,,,,,,EURO,24/01/2019
G-BBY-0128,,,TCL HOME APPLIANCES (HEFEI) ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,247458,Two Hundred Forty Seven Thousand Four Hundred Fifty Eight Euros only,Decoration Aluminium Profile,41.0,TONS,3370.7865168539324,138202.24719101124,Q195 Q235 Q345 Carbon Welded Steel Pipe,218,TONS,501.17317802288426,109255.75280898876,,,,,,,,,,,,,,,,,EURO,27/01/2019
G-BBY-0035,,,TEXACHEM INTERNATIONAL SRL           ,ITALY,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: ITALY,Loading: ITALY,Discharge: Tianjin- China,73900,Seventy Three Thousand Nine Hundred Euros only,FRP Pultruded Box Section  FRP/GRP Pultrusion Profiles  Fiberglass Profiles,2111.0,MS,35.0071056371388,73900.0,,,,,,,,,,,,,,,,,,,,,,EURO,5/1/2019
G-BBY-0016,THE WATCH FZ LLC   ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,700000,Seven Hundred Thousand Dirhams only,Aluminum Panels,3328.0,SQUARE METERS,16.348773841961854,54408.71934604905,Aluminium Bi-Fold Door and Glass Accordion Door,1844,PCS,350.10373137415996,645591.280653951,,,,,,,,,,,,,,,,,AED,20/01/2019
G-BBY-0067,,,TIANJIN LZYUN ENVIRONMENTAL TECHNOLOGY ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,11850,Eleven Thousand Eight Hundred Fifty Euros only,Industrial PVC High Speed Shutter Door/Fast Shutter Door/High Speed PVC Roll up/Fold up Door,7.0,SETS,1692.857142857143,11850.0,,,,,,,,,,,,,,,,,,,,,,EURO,12/1/2019
G-BBY-0001,TOP PACIFIC TRADING LLC ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,1924745,One Million Nine Hundred Twenty Four Thousand Seven Hundred Forty Five Dirhams only,T3-T8 Aluminium Extrusion and Profile,553.0,TONS,762.9427792915532,421907.3569482289,Wrought Iron Front Door,653,SETS,2301.4359005387,1502837.643051771,,,,,,,,,,,,,,,,,AED,3/1/2019
G-BBY-0002,TOP PACIFIC TRADING LLC ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,2075255,Two Million Seventy Five Thousand Two Hundred Fifty Five Dirhams only,Industrial PVC High Speed Shutter Door/Fast Shutter Door/High Speed PVC Roll up/Fold up Door,1143.0,SETS,422.34332425068123,482738.4196185286,Powder Coating Aluminium Alloy Extrusion Profile,530,TONS,3004.748264870701,1592516.5803814714,,,,,,,,,,,,,,,,,AED,3/1/2019
G-BBY-0003,,,TRANSCOR B.V  ,NETHERLANDS,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: NETHERLANDS,Loading: NETHERLANDS,Discharge: Tianjin- China,3000000,Three Million Dirhams only,Artificial Quartz STONSe forآ Buildingآ Materialآ with SGS Report & Ce Certificate (Calacatta),5958.0,SQUARE METERS,32.69754768392371,194811.98910081745,Galvanized Round Steel Pipe,4125,TONS,680.0455783998018,2805188.0108991824,,,,,,,,,,,,,,,,,AED,5/1/2019
G-BBY-0090,,,TRENT DENT PRODUCTS LTD ,UNITED KINGDOM,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: UNITED KINGDOM,Loading: UNITED KINGDOM,Discharge: Tianjin- China,170200,One Hundred Seventy Thousand Two Hundred Euros only,Industrial PVC High Speed Shutter Door/Fast Shutter Door/High Speed PVC Roll up/Fold up Door,24.0,SETS,1741.573033707865,41797.752808988764,Material Hoist/Mini Hoist/Lift,3,PCS,42800.74906367041,128402.24719101124,,,,,,,,,,,,,,,,,EURO,19/01/2019
G-BBY-0026,TURAN TRADING FZE                                 ,"DUBAI, UAE",Refarmed Chemicals Switzerland,Lugano- Switzerland,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin:  Switzerland,Loading: Lugano- Switzerland,Discharge: Tianjin- China,2245741,Two Million Two Hundred Forty Five Thousand Seven Hundred Forty One Dirhams only,Various Color Coated PPGI,449.0,TONS,217.98365122615803,97874.65940054496,Film Faced Plywood Shuttering Plywood Formwork for construction,3579,CBM,600.1302991336839,2147866.340599455,,,,,,,,,,,,,,,,,AED,22/01/2019
G-BBY-0082,,,UTIEN PACK CO LIMITED,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,11225,Eleven Thousand Two Hundred Twenty Five Euros only,25mm White Color Marble Honeycomb Panel,187.0,SQUARE METERS,60.026737967914436,11225.0,,,,,,,,,,,,,,,,,,,,,,EURO,15/01/2019
G-BBY-0132,,,WELCRON KANGWON CO LTD  ,SOUTH KOREA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: SOUTH KOREA,Loading: SOUTH KOREA,Discharge: Tianjin- China,212700,Two Hundred Twelve Thousand Seven Hundred Euros only,T Lintel  Hot Dipped Galvanize  Z500G/M2,88.0,TONS,1123.5955056179776,98876.40449438202,Powder Coating Aluminium Alloy Extrusion Profile,37,TONS,3076.3133920437294,113823.59550561798,,,,,,,,,,,,,,,,,EURO,29/01/2019
G-BBY-0062,,,WYLEGARNIA RYB DABIE,POLAND,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: POLAND,Loading: POLAND,Discharge: Tianjin- China,30362,Thirty Thousand Three Hundred Sixty Two Euros only,Powder Coating Aluminium Alloy Extrusion Profile,10.0,TONS,3036.2,30362.0,,,,,,,,,,,,,,,,,,,,,,EURO,10/1/2019
G-BBY-0125,,,YANGTIAN GENERAL TRADING CO LIMITED,"HONGKONG, CHINA",Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,"Origin: HONGKONG, CHINA","Loading: HONGKONG, CHINA",Discharge: Tianjin- China,63566,Sixty Three Thousand Five Hundred Sixty Six Euros only,PVDF Coating Aluminium Curtain Wall,21.0,TONS,3026.9523809523807,63566.0,,,,,,,,,,,,,,,,,,,,,,EURO,26/01/2019
G-BBY-0046,,,ZHANGJIAGANG HUAMING MACHINERY CO LTD  ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,59682,Fifty Nine Thousand Six Hundred Eighty Two Euros only,ASTM Cold Rolled Stainless Steel Sheet Building Material (304  316  317  904  2205),9.0,TONS,6631.333333333333,59682.0,,,,,,,,,,,,,,,,,,,,,,EURO,6/1/2019
G-BBY-0048,,,ZHANGJIAGANG HUAMING MACHINERY CO LTD  ,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,59680,Fifty Nine Thousand Six Hundred Eighty Euros only,Mexico Rn100 Hydraulic Press Rolling Machine,7.0,SETS,8525.714285714286,59680.0,,,,,,,,,,,,,,,,,,,,,,EURO,7/1/2019
G-BBY-0052,,,ZHEJIANG THREE CHILDREN FOOD CO LTD,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,26082,Twenty Six Thousand Eighty Two Euros only,80X40X2.0mm-380X110X4.0mm C Channel C Purlin,40.0,TONS,652.05,26082.0,,,,,,,,,,,,,,,,,,,,,,EURO,8/1/2019
G-BBY-0078,,,ZHEJIANG THREE CHILDREN FOOD CO LTD,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,65205,Sixty Five Thousand Two Hundred Five Euros only,Smoke Density Tester,32.0,PCS,2037.65625,65205.0,,,,,,,,,,,,,,,,,,,,,,EURO,14/01/2019
G-BBY-0073,,,ZHONGSHAN YUANAN IMPORT AND EXPORT CO.-,CHINA,Tianjin Kaigui Machinery Co.LTD,Tianjin- China,BEYLERBEYI GENERAL TRADING LLC,Dubi-UAE,Origin: CHINA,Loading: CHINA,Discharge: Tianjin- China,30029,Thirty Thousand Twenty Nine Euros only,Wrought Iron Doors Entrance Doors Design,10.0,SETS,3002.9,30029.0,,,,,,,,,,,,,,,,,,,,,,EURO,12/1/2019
